text,name,date
"Ochrona kręgosłupa zależało nam na materacach chroniących kręgosłup. Zakup okazał się trafiony, kręgosłup trzyma odpowiednią krzywiznę, nie boli. Twardość materacy jest dla nas odpowiednia, twardsze mogłyby nie spełnić oczekiwań. Te zapewniają komfortowy sen.",vesteroey,"11 lis, 2021"
"Bardzo wygodny materac,bardzo dobra jakość Bardzo wygodny materac,bardzo dobra jakość w przystępnej cenie.",vesteroey,"07 lis, 2021"
Ok Ok,vesteroey,"02 lis, 2021"
Wygada na 5 Wygada na 5,vesteroey,"26 paź, 2021"
Materac Polecam. Mięciutki.,vesteroey,"13 paź, 2021"
"Opłacalność idealna Bardzo wygodny, dość twardy. Świetnie wyceniony produkt.",vesteroey,"26 wrz, 2021"
Materac super polecam Materac super polecam,vesteroey,"23 wrz, 2021"
:) :),vesteroey,"15 wrz, 2021"
"Polecam Bardzo wygodny, twardy. Dokładnie taki jaki chciałam",vesteroey,"14 wrz, 2021"
Polecam Materac bardzo dobrej jakości. Po kilku miesiącach użytkowania mogę stwierdzić że super się na nim śpi. Dla osób o większej wadze (pow. 80 kg) może być miękki.,vesteroey,"14 wrz, 2021"
"materac Wyglada na solidny, przetestowany póki co tylko na próbę, ale niestety średniotwardy jak dla mnie raczej jest zbyt miękki, wiec zakup trochę nie trafiony.",vesteroey,"13 wrz, 2021"
Cudowny! Cudowny!,vesteroey,"10 wrz, 2021"
Materac Dobry. Choć z perspektywy czasu mógłby być trochę twardszy.,vesteroey,"09 wrz, 2021"
"Idealna twardość, dobrze wykonany. Idealna twardość, dobrze wykonany.",vesteroey,"09 wrz, 2021"
Ekstra Bardzo dobry i wygodny materac,vesteroey,"08 wrz, 2021"
Wygodny Wygodny,vesteroey,"08 wrz, 2021"
"Świetny materac, wart swojej ceny Świetny materac, wart swojej ceny",vesteroey,"08 wrz, 2021"
Materac bardzo się sprawdza Niby miękki ale bardzo komfortowy. Bardzo dobrze na nim odpoczywam !,vesteroey,"07 wrz, 2021"
"bardzo dobry materac, jakość w bardzo dobry materac, jakość w stosunku do ceny.",vesteroey,"06 wrz, 2021"
"Materac niby średnio twardy, według Materac niby średnio twardy, według mnie bardziej twardy niż mniej, ale wygodny. Wysypiam się, nie zapadam się w nim. Poprzedni materac na którym miałam przyjemność sypiać był odrobinę bardziej miękki, a lubię jak mam mięciutko, mimo to kupiłabym drugi raz ten- za tę kwotę super wybór. Śpię na Nim już 3 miesiąc i zupełnie nic się z nim nie dzieje.",vesteroey,"26 sie, 2021"
łózko w 100% polecam łózko w 100% polecam,vesteroey,"24 sie, 2021"
super! super!,vesteroey,"12 sie, 2021"
Polecam Wygodny materac,vesteroey,"10 sie, 2021"
Bardzo wygodny materac Bardzo wygodny materac,vesteroey,"07 sie, 2021"
Bardzo wygodny Bardzo wygodny,vesteroey,"06 sie, 2021"
Materac ok . Niestety jest Materac ok . Niestety jest twardszy niż ten który testowałem. No cóż chyba przeżyje..,vesteroey,"05 sie, 2021"
Jestem zadowolona . Materac spełnia Jestem zadowolona . Materac spełnia moje oczekiwania,vesteroey,"20 lip, 2021"
Polecam👍 mega wygodny Polecam👍 mega wygodny,vesteroey,"20 lip, 2021"
"Materac wygodny, nareszcie komfort snu Materac wygodny, nareszcie komfort snu na 5.",vesteroey,"20 lip, 2021"
pozytywna Wszystko OK!,vesteroey,"01 lip, 2021"
materac Wygodny,vesteroey,"28 cze, 2021"
Bardzo wygodny materac polecam Bardzo wygodny materac polecam,vesteroey,"25 cze, 2021"
Materac Bardzo wygodny materac.,vesteroey,"23 cze, 2021"
Super Super,vesteroey,"21 cze, 2021"
Super wygodne Super wygodne,vesteroey,"17 cze, 2021"
"bb super, mega wygodny",vesteroey,"15 cze, 2021"
"Średnio twardy materac jest bardzo Średnio twardy materac jest bardzo miękki. Jest również kilka cm za krótki i kilka cm za wąski w stosunku do ramy Malm 140x200 cm, przez co między ramą łóżka a materacem były szpary! Niestety, musieliśmy wymienić na inny.",vesteroey,"13 cze, 2021"
"Bardzo dobry, mega wygodny materac. Bardzo dobry, mega wygodny materac.",vesteroey,"13 cze, 2021"
"bardzo dobry ,wygodny, dobrze nam bardzo dobry ,wygodny, dobrze nam się na nim śpi",vesteroey,"13 cze, 2021"
Spełnia swoją rolę. Jak na Spełnia swoją rolę. Jak na razie OK!,vesteroey,"08 cze, 2021"
Świetny materac w niskiej cenie. Świetny materac w niskiej cenie.,vesteroey,"07 cze, 2021"
Polecam Polecam,vesteroey,"06 cze, 2021"
Materac bardzo wygodny Materac bardzo wygodny,vesteroey,"25 maj, 2021"
Polecam! Jak dla mnie jest bardzo wygodny polecam,vesteroey,"24 maj, 2021"
"Ok, spełnia wymagania 👍 Ok, spełnia wymagania 👍",vesteroey,"23 maj, 2021"
"Polecam! Materac bardzo wygodny. Kiedy mąż się przekręca lub wstaje, nic nie buja. Mam nadzieję że nam długo posłuży. Polecam.",vesteroey,"20 maj, 2021"
"Materac Świetny materac, można się dobrze wyspać.",vesteroey,"16 maj, 2021"
"Pozytywny Materac bardzo wygodny,polecam",vesteroey,"16 maj, 2021"
Jest bardzo wygodny dostosowany idealnie Jest bardzo wygodny dostosowany idealnie dla naszych potrzeb.,vesteroey,"15 maj, 2021"
Materac super ale trochę za Materac super ale trochę za mały do łóżka hemnes,vesteroey,"15 maj, 2021"
Ok Ok,vesteroey,"13 maj, 2021"
Bardzo fajny :-))) Bardzo fajny :-))),vesteroey,"13 maj, 2021"
"Materac wygodny, dość twardy. Materac wygodny, dość twardy.",vesteroey,"12 maj, 2021"
Polecam Polecam,vesteroey,"12 maj, 2021"
polecam!! polecam!!,vesteroey,"05 maj, 2021"
Polecam Polecam,vesteroey,"02 maj, 2021"
"Materac Absolutnie spełnia moje oczekiwania, wygodny i dobra cena w stosunku do jakości",vesteroey,"01 maj, 2021"
Materac całkiem wygodny. Taki jak Materac całkiem wygodny. Taki jak chciałem. Średnio twardy. Tak aby się nie zapadał. Ale nie był również twardy jak decha.,vesteroey,"30 kwi, 2021"
Wszystko ok Materac jak najbardziej w porządku - zgodnie z oczekiwaniami :),vesteroey,"28 kwi, 2021"
materac materac warty polecenia stosunek jakość/cena,vesteroey,"27 kwi, 2021"
Materac Bardzo wygodny materac.,vesteroey,"21 kwi, 2021"
Bardzo wygodny materac Bardzo wygodny materac,vesteroey,"10 kwi, 2021"
Okazyjna cena Okazyjna cena,vesteroey,"10 kwi, 2021"
Materac bardzo wygodny i estetycznie Materac bardzo wygodny i estetycznie wykonany. Polecam!,vesteroey,"25 mar, 2021"
"Materac jest bardzo wygodny, choć Materac jest bardzo wygodny, choć okazał się być odrobinę twardszy niż ten oglądany w sklepie. Liczę na to, że z czasem będzie się to zmieniało (biorę pod uwagę, że może być to związane z wybranymi przeze mnie żebrami do łóżka).",vesteroey,"23 mar, 2021"
"Rewelacyjny, wygodny, a w ogóle Rewelacyjny, wygodny, a w ogóle I love Ikea 😀",vesteroey,"22 mar, 2021"
materac Wygodny materac w przystepnej cenie,vesteroey,"19 mar, 2021"
Super materac! Super materac!,vesteroey,"13 mar, 2021"
Bardzo dobry produkt Bardzo dobry produkt,vesteroey,"10 mar, 2021"
 Polecam wszystkim.,vesteroey,"24 lis, 2020"
" W zasadzie w porządku, tylko trochę (jakby) za mały do ramy łóżka.",vesteroey,"22 lis, 2020"
" Polecam każdemu, plecy przestały boleć po 2 nacach",vesteroey,"08 lis, 2020"
" Materac odznaczony był jako średnio twardy, a jest twardy :(",vesteroey,"28 paź, 2020"
"Bardzo dobry, wygodny materac. Materac w pełni spełnia moje oczekiwania. Bardzo wygodny.",vagstranda,"14 lis, 2024"
"super bardzo wygodny, spełnił nasz oczekiwania.",vagstranda,"30 paź, 2024"
Bardzo wygodny Bardzo wygodny,vagstranda,"23 paź, 2024"
"SUPER ! Doskonałe, wygodne i dobrze wykonane",vagstranda,"25 sie, 2024"
Materac Dobrze wykonany,vagstranda,"24 cze, 2024"
Materac Dobrze wykonany,vagstranda,"24 cze, 2024"
Materac Dla mnie idealny.,vagstranda,"10 maj, 2024"
SUPER MATERAC Szukaliśmy twardego lecz sprężystego materaca o dużej grubości. Ten produkt spełnił w 100% nasze oczekiwania.,vagstranda,"09 maj, 2024"
"Dostateczna. Za zbyt luźny moim zdaniemm pokrowiec Pokrowiec materaca w miejscu siadania wybrzusza się i marszczy z boku na tyle mocno, że uciska tył nóg siedzącego. Pracownik sklepu powiedział, że niestety taka jego uroda. Material marszczy się również na części do spania, co kilka dni go wygładzam. Mam rozmiar 120x200x28 cm, pasuje na niego tylko jeden rodzaj prześcieradła z gumką (100% bawełna ) cena 119 zł za sztukę.",vagstranda,"24 mar, 2024"
"Raczej jest OK. Materac jak materac, dobrze się na nim śpi. Jest tylko jeden problem jest nieprawdopodobnie ciężki",vagstranda,"09 mar, 2024"
"wyjątkowo wygodny, zapewniający przyjemny sen Idealne rozwiązanie dla osób starszych mających problemy z kręgosłupem w odcinku lędźwiowym",vagstranda,"07 mar, 2024"
ok. Jest ok.,vagstranda,"26 lut, 2024"
"Rewelacja Materac jest świetny- nie lubię miękkich materacy, mam chory kręgosłup i niewiele materacy mi pasuje, gl śpię na twardych, sprężynowych, pianki odpadają. Ten materac jest bardzo wygodny, mimo że miękki to idealnie podpiera kręgosłup na całej długości Rano nic nie boli i czuje się wypoczęta. Dla śpiącego na boku strzał w 10.",vagstranda,"19 lut, 2024"
"Zdecydowanie miękki a nie średnio/twardy Materac w sklepie wydawał się bardzo okej, ale na łóżku ze stelażem żeberkowym okazał się totalną klapą. Materac jest bardzo miękki, leżąc w dwie osoby zapadaliśmy się i turlaliśmy do środka. U mnie testowanie tego materaca skończyło się kręczem szyi i zwrotem. Dobrze, że jest opcja 90 dni do testów, bo jak dla mnie to był zupełnie inny materac niż ten, który oglądaliśmy w sklepie. Według mnie materace na dziale powinny leżeć na normalnych łóżkach ze stelażem, żeby realnie ocenić wygodę a nie na twardych blokach… osobiście nie polecam, szczególnie za taką kwotę",vagstranda,"16 sty, 2024"
Dot. materaca. W porządku. Szybka dostawa.,vagstranda,"08 sty, 2024"
Polecam zakup materaca Materac super. Wykonanie i jakość na najwyższym poziomie. Wygodny estetyczny. Cena bardzo przystępna.,vagstranda,"13 gru, 2023"
Dla dziecka jak znalazł Dla dziecka jak znalazł,vagstranda,"12 gru, 2023"
"bardzo komfortowy, w pełni odpowiada moim oczekiwaniom materac jest sprężysty i nie za miękki, ale równocześnie daje uczucie komfortu, wystarczająco gruby, opis w sklepie w pełni odpowiada jego cechom fizycznym; przy tym bardzo wygodna dla odbioru i transportu jest forma zrolowana;",vagstranda,"06 gru, 2023"
"Materac Miękki, fajny, dla niektórych może być za miekki.",vagstranda,"29 lis, 2023"
"Materac vagstranda Dobry materac w dobrej cenie, bardzo dobre podparcie dla kręgosłupa.",vagstranda,"29 lis, 2023"
Materac Materac rewelacyjny.Bardzo wygodny w użytkowaniu. Duży komfort spania.,vagstranda,"19 lis, 2023"
Materac Wymieniłam na 2 mniejsze o różnej twardości. Jest Ok.,vagstranda,"13 lis, 2023"
Materac niestety nie jest zbyt Materac niestety nie jest zbyt wygodny jak na swoją cenę oczekiwałam czegoś lepszego,vagstranda,"12 lis, 2023"
Materac Bardzo wygodny długo szukałam dobrego materaca ten jest idealny,vagstranda,"05 lis, 2023"
"Rewelacja Świetny, twardy ale nie kamień, stabilny, wysoki, jednym słowem rewelacyjny",vagstranda,"03 lis, 2023"
Wygodne Bardzo wygodne dla pary (110+60kg),vagstranda,"03 lis, 2023"
Rewelacja Wreszcie śpię wygodnie :),vagstranda,"02 lis, 2023"
Tego szukałem. Tego szukałem.,vagstranda,"31 paź, 2023"
"Najlepszy jaki mieliśmy! Materac gruby, niezwykle wygodny, uwielbiam ten moment kiedy mogę pójść do sypialni i zatopić się w ""jego objęciach"". Polecam!",vagstranda,"25 paź, 2023"
Idealny Szukaliśmy twardego materaca i w pełni spełnił nasze oczekiwania,vagstranda,"22 paź, 2023"
"Materac Materac jest bardzo wygodny nie za twardy, nie za miękki. To już 2 materac zakupiony w IKEA.",vagstranda,"18 paź, 2023"
"Wygodny Bardzo wygodny materac, jak ktoś lubi bardziej twardy to polecam",vagstranda,"17 paź, 2023"
Cena jest b.wysoka Cena jest b.wysoka,vagstranda,"17 paź, 2023"
"Materac Rewelacyjny, wszystko zajebiście",vagstranda,"13 paź, 2023"
"Materac Bardzo wygodny materac. Nie za twardy, idealnie się układa w czasie snu.",vagstranda,"05 paź, 2023"
Negatyw - ciężki skubany Negatyw - ciężki skubany,vagstranda,"05 paź, 2023"
"Praktyczny, twardy, dobry Praktyczny, twardy, dobry",vagstranda,"03 paź, 2023"
"Materac spełnia moje oczekiwania, jest Materac spełnia moje oczekiwania, jest bardzo wygodny.",vagstranda,"01 paź, 2023"
Idealny Bardzo dobrej jakości materac. W wersji twardej idealny dla osób z bólami kręgosłupa.,vagstranda,"01 paź, 2023"
Ocena materacka Gorsza ocena za montaż - tylko ze względu na wagę materaca,vagstranda,"27 wrz, 2023"
"Bardzo wygodny, dopasowuje się do Bardzo wygodny, dopasowuje się do ciala",vagstranda,"20 wrz, 2023"
"Zakupiony materac nie posiada 200 Zakupiony materac nie posiada 200 cm długość po reklamacji że jest coś nie tak ,pan stwierdził że materac nie ma 200 cm.Mamy samemu zwrócić jeśli nie jesteśmy zadowoleni Oczywiście w skrzyni jest z tego powodu dziura na ok 5 cm.Poki co syn się wysypia",vagstranda,"19 wrz, 2023"
"Materac Materac wysokiej jakości, spełnił moje oczekiwania, polecam",vagstranda,"10 lip, 2023"
"Tylko dla fanatyków. Ten materac jest zdecydowanie za miękki, za gruby i za ciężki. Czuję się na nim, jak na jeziorze bo pływam na wszystkie strony. Opcja wymiany w ciągu 90 dni to fikcja, nie można go złożyć ani zrolować więc nie mieści się do samochodu. Firmy kurierskie nie chcą wozić takich gabarytów, a cena za transport to połowa jego wartości. Mogłem od razu kupić ten cieńszy.",vagstranda,"06 lip, 2023"
"Wygoda Porządny, wygodny materac, na którym z przyjemnością prześpisz całą noc. Zmieniliśmy po 12 latach i naprawdę odczuliśmy różnicę.",vagstranda,"26 cze, 2023"
polecam polecam,vagstranda,"23 cze, 2023"
Polecam Polecam,vagstranda,"04 maj, 2023"
Materac bardzo wygodny Materac bardzo wygodny,vagstranda,"04 kwi, 2023"
Doskonale wygodne Doskonale wygodne,vagstranda,"27 mar, 2023"
Bardzo dobry Bardzo dobry,vagstranda,"25 mar, 2023"
"Bardzo dobry materac, lecz mógłby Bardzo dobry materac, lecz mógłby być tańszy. Ale ogólnie polecam",vagstranda,"24 mar, 2023"
Super jakość w stosunku do Super jakość w stosunku do ceny 😉,vagstranda,"22 mar, 2023"
"Polecam Zakupiłem w pierwszej wersji twardy, skorzystałem z możliwości wymiany na średnio twardy.Jest jak najbardziej OK. Polecam.",vagstranda,"19 mar, 2023"
ok ok,vagstranda,"18 mar, 2023"
Bardzo dobrze się śpi na Bardzo dobrze się śpi na tym materacu. Jest twardy ale zapewnia komfort i wygodę. Kręgosłup przestał mnie boleć.,vagstranda,"12 mar, 2023"
"Materac Był to bardzo dobry zakup, jedyny mały minus jak dla mnie, że materac jest bardzo ciężki.",vagstranda,"01 mar, 2023"
Bardzo dobry materac. W końcu Bardzo dobry materac. W końcu się wysypiam i plecy nie bolą.,vagstranda,"24 lut, 2023"
"Nie tak miękki jak liczyłem Jestem szczupły, wysoki i śpię na boku, więc potrzebuję bardzo miękkiego materaca. Sprawdziłem wszystkie modele Ikei, poza tymi super drogimi i ten wydawał się najmiększy kiedy się na nim kładłem. Niestety, być może pokazowy egzemplarz był już wysiedziany, bo ten, który otrzymałem nie był tak miękki. Jest ok, ale nie jest to komfort, na jaki liczyłem za tę cenę.",vagstranda,"23 lut, 2023"
"Jest dobrze Ogólnie jestem zadowolona aczkolwiek wg mnie materac twardy nie jest twardy. I jest dosyć chybotliwy, przez pierwsze noce przy przewracaniu się z boku na bok czułam się trochę jak na wodnym łóżku. Bardzo się zapada przy siadaniu i gdy leży się we dwie osoby. Śpię na nim zwykle sama i kręgosłup przestał mnie boleć więc ogólnie jestem zadowolona. Ale mam od Was inny materac i ten mu nie dorównuje.",vagstranda,"23 lut, 2023"
"Wygodny, wysoki, w końcu przestały Wygodny, wysoki, w końcu przestały mnie boleć plecy",vagstranda,"12 lut, 2023"
"Zadowolony z zakupu Używamy go od kilku miesięcy i cieszymy się, że wybraliśmy właśnie ten model.",vagstranda,"11 sty, 2023"
"Wystarczająco twardy i wystarczająco miękki Idealny środek między wygodą i zachowaniem zdrowia.Używałem wcześniej twardszego materaca i plecy mówią mi, że ból nie pojawił się, także polecam.",vagstranda,"31 gru, 2022"
jest ok. jest ok.,vagstranda,"04 gru, 2022"
Wygodny materac Wygodny materac,vagstranda,"02 gru, 2022"
"Bardzo wygodny materac. W opisie Bardzo wygodny materac. W opisie twardy, ale nigdy bym nie wzięła innego. Po użytkowaniu dwu miesięcznym, zdecydowanie zmiękł i dobrze dopasowuje się do ciała. Polecam! Wart swojej ceny.",vagstranda,"30 lis, 2022"
Super Materac gruby i wysoki . Ważne przy schorzeniach kręgosłupa że można siadać i wstawać bez podpierania przy lekko zgietych kolanach .,vagstranda,"21 lis, 2022"
Wygodny materac. Wygodny materac.,vagstranda,"20 lis, 2022"
"Świetny wybór Mój pierwszy materac sprężynowy i strzał w dziesiątkę. Twardy, w sam raz dla mnie, jako osoba cięższa nie zapadam się w nim nadmiernie.",vagstranda,"14 lis, 2022"
Materac Wygodny,vagstranda,"11 lis, 2022"
"materac twardy ? Ważę 98 kg i niestety muszę stwierdzić ,że materac jest za miękki ,( wybrałem twardy) po trzech miesiącach są ślady wgniecenia na materacu które nie wracają do pierwotnego kształtu . Za tą kwotę spodziewałem się lepszego produktu , zwłaszcza ,że Ikea daje 10 lat gwarancji na ten produkt .",vagstranda,"08 lis, 2022"
"Jest ok Nie mam doświadczenia z materacami. Myślę że jest ok, nie zapadam się w nim, lekko się podemna ugina. Ważę 70kg ;) wysypiam się. Jest ciężki. Spakowany w rulon, po rozwinięciu musi poleżeć około 24h.",vagstranda,"06 lis, 2022"
Super polecam Super polecam,vagstranda,"04 lis, 2022"
"Wygoda i twardość materaca testowego Wygoda i twardość materaca testowego w sklepie i produktu nowego różnią się od siebie, co utrudnia jego prawidłowe dobranie (musiałem dokupić nakładkę na materac, gdyż też był zbyt twardy), jednak sam produkt jest ok.",vagstranda,"03 lis, 2022"
Dla mnie bardzo wygodny materac Dla mnie bardzo wygodny materac :-),vagstranda,"02 lis, 2022"
Super Super,vagstranda,"31 paź, 2022"
Ok Ok,vagstranda,"14 paź, 2022"
Super Super,vagstranda,"05 paź, 2022"
Materac Polecam. Bardzo wygodny i bardzo dobre wykonanie,vagstranda,"07 wrz, 2022"
"Trzęsie się jak galareta Nie zakwalifikowalabym tego materaca do ""twardych"". Jest on co najwyżej średnio twardy. W dodatku mimo obietnic w opisie - bardzo czuć ruchy drugiej osoby. Trzęsie się jak łózko wodne. Wcześniej spaliśmy na twardym Vesteroyu który dużo lepiej spełniał swoją funkcję. Nie warto dopłacać do Vagstrandy.",vagstranda,"02 wrz, 2022"
jestem bardzo zadowolona. jestem bardzo zadowolona.,vagstranda,"09 sie, 2022"
Za miękki Materac średnio twardy jest chyba tylko z nazwy. Był strasznie miękki i przy spaniu w dwie osoby zapadaliśmy się na środku. Wymieniliśmy na twardy i on jest jak najbardziej w porządku. Po założeniu ochraniacza na materac na gumach rogi się uginały co świadczy o tym jak miękki on jest,vagstranda,"25 lip, 2022"
"Bardzo wygodny Po latach mordęgi praktycznie przestał bolec mnie kręgosłup, szok",vagstranda,"22 lip, 2022"
"Materac Polecam materac, super wygodny. Pierwszy raz od bardzo bardzo dawna nie bolą mnie plecy, kiedy rano wstaje. Polecam ❤️",vagstranda,"18 lip, 2022"
"Zniwelował ból kręgosłupa Materac dobrany z pomocą fizjoterapeutki Ikei świetnie się u mnie sprawdza. Znacząco zmniejszył ból kręgosłupa. Warto mieć na uwadze, że jest bardzo ciężki.",vagstranda,"13 lip, 2022"
Super Super,vagstranda,"13 lip, 2022"
Bardzo wygodny !!! Bardzo wygodny !!!,vagstranda,"06 lip, 2022"
Wygodny.Polecam Wygodny.Polecam,vagstranda,"30 cze, 2022"
Materac Dobry wygodny materac,vagstranda,"20 cze, 2022"
super wygodny super wygodny,vagstranda,"17 cze, 2022"
"wygodny jak w hotelu Bardzo polecam. Wygodby materac, nie zapada się. Śpi się jak w dobrym hotelu.",vagstranda,"17 cze, 2022"
Wygodnego spanie Materac jest twardy. Świetnie się na nim śpi. Dla mnie najwygodniejszy materac jaki kiedykolwiek miałam.,vagstranda,"10 cze, 2022"
"Materac Polecam, wygodny jak cholera o śpi się na nim jak dziecko",vagstranda,"08 cze, 2022"
Bardzo dobrze! Bardzo dobrze!,vagstranda,"27 maj, 2022"
Wszystko ok Wszystko ok,vagstranda,"26 maj, 2022"
POLECAM MATERAC VAGSTRANDA Polecam ten materac. Wygodny i bardzo dobrze się na nim śpi.,vagstranda,"25 maj, 2022"
"najlepszy materac, wygodny najlepszy materac, wygodny",vagstranda,"23 maj, 2022"
rewelacja rewelacja,vagstranda,"23 maj, 2022"
Super zadowolona Super zadowolona,vagstranda,"23 maj, 2022"
B. dobry produkt B. dobry produkt,vagstranda,"17 maj, 2022"
Materac Bardzo wygodny,vagstranda,"15 maj, 2022"
Ten produkt jest warty swojej Ten produkt jest warty swojej ceny.,vagstranda,"10 maj, 2022"
bardzo fajny miało być miękko i jest. ale w stelażu łóżka tez sprężyny zamiast desek i super miękka nakładka z lateksu 5 cm.,vagstranda,"09 maj, 2022"
"OK Z początku musiałam się przyzwyczaić, ale szybko się przyzwyczaiłam i dobrze się śpi. Twardość mi odpowiada",vagstranda,"01 maj, 2022"
"Materac jest bardzo miekki i Materac jest bardzo miekki i daje wrazenie opadania pod powierzchnie. Cialo sie w nim zapada, przytulanie sie z partnerem jest niekomfortowe. Wg opisu ma sie nie odczuwac ruchow po drugiej stronie materaca, ale wszystko plywa.",vagstranda,"21 kwi, 2022"
Bardzo wygodny materac Bardzo wygodny materac,vagstranda,"15 kwi, 2022"
materac Materac jest bardzo wygodny.,vagstranda,"12 kwi, 2022"
Może byc Może byc,vagstranda,"09 kwi, 2022"
POLECAM - ŚWIETNY ZAKUP POLECAM !,vagstranda,"05 kwi, 2022"
"Bardzo dobra jakość , wygodny, Bardzo dobra jakość , wygodny, spełnił moje oczekiwania",vagstranda,"01 kwi, 2022"
Aaaa Super,vagstranda,"21 mar, 2022"
"Idealny materac Bardzo polecam! Warto było dopłacić do wyższego modelu Ikea, gdyż poprzednio miałam model Hovag. Teraz po 3 miesiącach użytkowania Vagstranda twardy 160x200, mogę powiedzieć, że jest bardzo wygodny i idealnie dopasowuje się do ciała. Polecam również wywiad z fizjoterapeutą Ikea, bo to on podpowiedział mi jaki wybrać stopień twardości. Jedyny minus to jego ciężar - prawie 60 kg, więc do ewentualnego transportu potrzeba 2 osób. Mimo to ilość plusów przysłania ten jeden minusik. Polecam z czystym sumieniem.",vagstranda,"20 mar, 2022"
wygodny wygodny,vagstranda,"18 mar, 2022"
"materac godny polecenia , bardzo materac godny polecenia , bardzo wygodny",vagstranda,"14 mar, 2022"
"Materac Materac bardzo wygodny, mój kręgosłup wreszcie odpoczywa podczas snu, co jest bardzo ważne przy moich problemach z kręgosłupem. Nie zamienię na żaden inny. Jedyny minus jest bardzo ciężki, trudno zmienić prześcieradło. Dwie osoby potrzebne.",vagstranda,"13 mar, 2022"
Bardzo wygodny Bardzo wygodny,vagstranda,"13 mar, 2022"
"Miękki Kocham produkty IKEA, jednak tym materacem jestem rozczarowana. Rzekomo twardy, okazał się być co najwyżej średniotwardy, choć i to za dużo powiedziane. Ciało długo musiało się do niego przyzwyczajać, aż przestało po nocy być obolałe. Jedna gwiazdka mniej za wagę materaca, która zmusiła mnie do zaangażowania drugiej osoby do włożenia go na stelaż, choć pracuję fizycznie i kallaxa 5x5 dźwignęłam z podłogi po złożeniu sama 😉 wygląd i jakość wykonania super, bez zastrzeżeń.",vagstranda,"09 mar, 2022"
Spełnia oczekiwania. Wygodnie i miło. Spełnia oczekiwania. Wygodnie i miło.,vagstranda,"06 mar, 2022"
bardzo dobry produkt bardzo dobry produkt,vagstranda,"04 mar, 2022"
Materac twardy sprężynowy Materac sprawdza się wyśmienicie. Przestał boleć mnie kręgosłup. Wreszcie mogę się wyspać i odpocząć. Polecam.,vagstranda,"20 lut, 2022"
Twardy.Średnio wygodny . Twardy.Średnio wygodny .,vagstranda,"18 lut, 2022"
"materac VÅGSTRANDA bardzo wygodny materac, kilka pierwszych nocy wydawał się twardszy, a potem dostosował się idealnie",vagstranda,"17 lut, 2022"
Niezwykle wygodny. Niezwykle wygodny.,vagstranda,"12 lut, 2022"
Rekomendacja Bardzo dobre materace. Polecam wszystkim.,vagstranda,"08 lut, 2022"
"materac super materac, wygodny w transporcie- zwinięty, przyjemny w użytkowaniu. Polecam.",vagstranda,"07 lut, 2022"
"Super! Wysokiej jakości materac, bardzo wygodny",vagstranda,"20 sty, 2022"
Wygodny Wygodny,vagstranda,"17 sty, 2022"
"Wygodny materac, takiego szukałem. Szkoda, Wygodny materac, takiego szukałem. Szkoda, że nie można zdjąć pokrowca do prania :/",vagstranda,"17 sty, 2022"
"Komfort Polecam bardzo wygodny, dopasowujący się materac w połączeniu z dobrej klasy kołdrą jest super...naprawdę można się szybko wyspać...",vagstranda,"13 sty, 2022"
ok ok,vagstranda,"09 gru, 2021"
Materac super :) Materac super :),vagstranda,"05 gru, 2021"
Super Wygodny. Polecam,vagstranda,"04 gru, 2021"
Bardzo wygodny materac. Bardzo wygodny materac.,vagstranda,"04 gru, 2021"
Satysfakcja Materac mega wygodny Polecam,vagstranda,"26 lis, 2021"
Materac bardzo wygodny i komfortowy Materac bardzo wygodny i komfortowy,vagstranda,"20 lis, 2021"
"Jestem zadowolona Wygodny. Kupiłam twardy, jest w sam raz.",vagstranda,"20 lis, 2021"
Materac Materace z Ikea godne polecenia !,vagstranda,"20 lis, 2021"
Materac Niezbyt dobra jakość,vagstranda,"15 lis, 2021"
"Rewelacyjny Bardzo wygodny materac,godny polecenia.",vagstranda,"15 lis, 2021"
Świetny polecam Świetny polecam,vagstranda,"14 lis, 2021"
Materac Bardzo wygodny,vagstranda,"14 lis, 2021"
"Super Bardzo komfortowy materac, śpi się rewelacyjnie polecam",vagstranda,"14 lis, 2021"
Polecam Polecam,vagstranda,"11 lis, 2021"
"Materac bdb szkoda tylko, że Materac bdb szkoda tylko, że nie trzyma podanych wymiarów tzn. jest mniejszy",vagstranda,"07 lis, 2021"
Bardzo wygodny Bardzo wygodny,vagstranda,"03 lis, 2021"
Materac godny polecenia Bardzo wygodny materac. Odpowiednia skala twardości. Polecam.,vagstranda,"28 paź, 2021"
Jest mega bardzo wygodny polecam Jest mega bardzo wygodny polecam,vagstranda,"24 paź, 2021"
"zbyt miękki materac jest zalecany dla osób, które ważą poniżej 80 kg. Niestety totalnie nie sprawdza się dla dwóch osób, jeśli jedna osoba waży ok. 55 a druga ciut poniżej 80 kg. W momencie zmniejszania odległości między osobami pojawia się efekt, że ta lżejsza osoba stacza się w dół w kierunku tej cięższej. Masakryczne odczucie",vagstranda,"21 paź, 2021"
OK OK,vagstranda,"14 paź, 2021"
"polecam wcale nie taki twardy materac, przed zakupem radzę wymierzyć sobie całościową wysokość jaką stworzy z dobraną ramą, bo może wyjść bardzo wysoko",vagstranda,"09 paź, 2021"
"Polecam Wygodny, dobrej jakos i materac",vagstranda,"02 paź, 2021"
"Materac godny polecenia Materac rewelacja, miękki, wygodny, polecam.",vagstranda,"23 wrz, 2021"
super super,vagstranda,"17 wrz, 2021"
